"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2022,"clearwater","NORTHWEST",8800,300,NA,47,NA,NA,36.1,NA,NA,NA,NA,NA,NA,1340,538,959.8,16740000,109080,56160,61560,171072000,1267200,1267200,1267200,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2022,"kittson","NORTHWEST",NA,NA,NA,60,NA,NA,44.8,NA,NA,NA,NA,NA,NA,2325,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2022,"mahnomen","NORTHWEST",2100,400,NA,69,167.5,17,44.4,NA,NA,NA,NA,NA,NA,3205,57,132,22320000,145440,74880,82080,40824000,302400,302400,302400,2566080,19008,19008,19008,303696,3488.4,123.12,1846.8
2022,"marshall","NORTHWEST",5300,300,NA,70,154.5,NA,37.2,NA,NA,NA,NA,NA,NA,2443,9,642,16740000,109080,56160,61560,103032000,763200,763200,763200,12480480,92448,92448,92448,47952,550.8,19.44,291.6
2022,"norman","NORTHWEST",1600,100,NA,79,NA,NA,42.6,NA,NA,NA,NA,NA,NA,3923,10106.25,1096,5580000,36360,18720,20520,31104000,230400,230400,230400,21306240,157824,157824,157824,53846100,618502.5,21829.5,327442.5
2022,"pennington","NORTHWEST",4300,100,14,72,NA,NA,34.5,NA,NA,NA,NA,NA,NA,2126,654.5,483,5580000,36360,18720,20520,83592000,619200,619200,619200,9389520,69552,69552,69552,3487176,40055.4,1413.72,21205.8
2022,"polk","NORTHWEST",5800,1500,74,77,160.3,21,38.5,NA,NA,NA,NA,NA,NA,3484,1862,892,83700000,545400,280800,307800,112752000,835200,835200,835200,17340480,128448,128448,128448,9920736,113954.4,4021.92,60328.8
2022,"red lake","NORTHWEST",NA,700,NA,73,165.4,21,38.7,NA,NA,NA,NA,NA,NA,2151,1862,1513,39060000,254520,131040,143640,NA,NA,NA,NA,29412720,217872,217872,217872,9920736,113954.4,4021.92,60328.8
2022,"roseau","NORTHWEST",7500,800,NA,52,NA,NA,41.7,NA,NA,NA,NA,NA,NA,1174,13262,888,44640000,290880,149760,164160,145800000,1080000,1080000,1080000,17262720,127872,127872,127872,70659936,811634.4,28645.92,429688.8
2022,"blue earth","SOUTH CENTRAL",1300,400,NA,80,219.8,NA,62.5,NA,NA,NA,NA,NA,NA,8454,669744,2603,22320000,145440,74880,82080,25272000,187200,187200,187200,50602320,374832,374832,374832,3568396032,40988332.8,1446647.04,21699705.6
2022,"brown","SOUTH CENTRAL",2600,5800,103255,82,208.6,20,56.5,NA,NA,NA,NA,NA,NA,7779,244365,11481,323640000,2108880,1085760,1190160,50544000,374400,374400,374400,223190640,1653264,1653264,1653264,1301976720,14955138,527828.4,7917426
2022,"faribault","SOUTH CENTRAL",1100,2200,NA,87,216.3,NA,61.4,NA,NA,NA,NA,NA,NA,7818,278094,1643,122760000,799920,411840,451440,21384000,158400,158400,158400,31939920,236592,236592,236592,1481684832,17019352.8,600683.04,9010245.6
2022,"freeborn","SOUTH CENTRAL",3200,700,59210,84,215,22.5,60,NA,NA,NA,NA,NA,NA,7319,224400,3166,39060000,254520,131040,143640,62208000,460800,460800,460800,61547040,455904,455904,455904,1195603200,13733280,484704,7270560
2022,"le sueur","SOUTH CENTRAL",1100,3000,68794,78,211,21,61.3,NA,NA,NA,NA,NA,NA,7431,109236,4785,167400000,1090800,561600,615600,21384000,158400,158400,158400,93020400,689040,689040,689040,582009408,6685243.2,235949.76,3539246.4
2022,"martin","SOUTH CENTRAL",1600,500,36,87,224.9,NA,62.4,NA,NA,NA,NA,NA,NA,7980,845233,5727,27900000,181800,93600,102600,31104000,230400,230400,230400,111332880,824688,824688,824688,4503401424,51728259.6,1825703.28,27385549.2
2022,"nicollet","SOUTH CENTRAL",1100,11600,5,81,207.5,NA,NA,NA,NA,NA,NA,NA,NA,9144,405026,2894,647280000,4217760,2171520,2380320,21384000,158400,158400,158400,56259360,416736,416736,416736,2157978528,24787591.2,874856.16,13122842.4
2022,"rice","SOUTH CENTRAL",2800,6100,483223,73,216.5,21.5,60.7,NA,NA,NA,NA,NA,NA,7989,149572,1808,340380000,2217960,1141920,1251720,54432000,403200,403200,403200,35147520,260352,260352,260352,796919616,9153806.4,323075.52,4846132.8
2022,"steele","SOUTH CENTRAL",2100,3500,190562,84,217.3,20,63,NA,NA,NA,NA,NA,NA,7135,116411,985,195300000,1272600,655200,718200,40824000,302400,302400,302400,19148400,141840,141840,141840,620237808,7124353.2,251447.76,3771716.4
2022,"waseca","SOUTH CENTRAL",1300,1400,181705,83,215.1,NA,60.5,NA,NA,NA,NA,NA,NA,7143,216305,4119,78120000,509040,262080,287280,25272000,187200,187200,187200,80073360,593136,593136,593136,1152473040,13237866,467218.8,7008282
2022,"watonwan","SOUTH CENTRAL",NA,300,NA,83,212.5,NA,60.7,NA,NA,NA,NA,NA,NA,7631,248970,3779,16740000,109080,56160,61560,NA,NA,NA,NA,73463760,544176,544176,544176,1326512160,15236964,537775.2,8066628
2022,"dakota","SOUTHEAST",1900,3600,NA,57,190.7,25,55.4,NA,NA,NA,NA,NA,NA,8893,4808,13046,200880000,1308960,673920,738720,36936000,273600,273600,273600,253614240,1878624,1878624,1878624,25617024,294249.6,10385.28,155779.2
2022,"dodge","SOUTHEAST",2100,4300,NA,88,221.5,26,61.9,NA,NA,NA,NA,NA,NA,7856,243721,5233,239940000,1563480,804960,882360,40824000,302400,302400,302400,101729520,753552,753552,753552,1298545488,14915725.2,526437.36,7896560.4
2022,"fillmore","SOUTHEAST",15800,11000,NA,68,198.5,24.5,61.1,NA,NA,NA,NA,NA,NA,6914,135192,10438,613800000,3999600,2059200,2257200,307152000,2275200,2275200,2275200,202914720,1503072,1503072,1503072,720302976,8273750.4,292014.72,4380220.8
2022,"goodhue","SOUTHEAST",8000,18500,NA,70,209.9,25.5,59.5,NA,NA,NA,NA,NA,NA,7575,99919,14818,1032300000,6726600,3463200,3796200,155520000,1152000,1152000,1152000,288061920,2133792,2133792,2133792,532368432,6115042.8,215825.04,3237375.6
2022,"houston","SOUTHEAST",7700,9200,NA,45,203,25,61.7,NA,NA,NA,NA,NA,NA,6058,18419,7406,513360000,3345120,1722240,1887840,149688000,1108800,1108800,1108800,143972640,1066464,1066464,1066464,98136432,1127242.8,39785.04,596775.6
2022,"mower","SOUTHEAST",2900,3500,NA,84,218,26,60.8,NA,NA,NA,NA,NA,NA,7710,237896,5363,195300000,1272600,655200,718200,56376000,417600,417600,417600,104256720,772272,772272,772272,1267509888,14559235.2,513855.36,7707830.4
2022,"olmsted","SOUTHEAST",7900,10700,NA,71,206.8,25,62,NA,NA,NA,NA,NA,NA,7850,37041,8988,597060000,3890520,2003040,2195640,153576000,1137600,1137600,1137600,174726720,1294272,1294272,1294272,197354448,2266909.2,80008.56,1200128.4
2022,"wabasha","SOUTHEAST",5300,20500,25,60,203.4,26,NA,NA,NA,NA,NA,NA,NA,6673,41069,6200,1143900000,7453800,3837600,4206600,103032000,763200,763200,763200,120528000,892800,892800,892800,218815632,2513422.8,88709.04,1330635.6
2022,"winona","SOUTHEAST",8400,24000,NA,49,205.6,25,62.2,NA,NA,NA,NA,NA,NA,6856,55794,6118,1339200000,8726400,4492800,4924800,163296000,1209600,1209600,1209600,118933920,880992,880992,880992,297270432,3414592.8,120515.04,1807725.6
2022,"cottonwood","SOUTHWEST",2500,600,126710,87,213.4,NA,53.1,NA,NA,NA,NA,NA,NA,8128,341754,10945,33480000,218160,112320,123120,48600000,360000,360000,360000,212770800,1576080,1576080,1576080,1820865312,20915344.8,738188.64,11072829.6
2022,"jackson","SOUTHWEST",NA,500,NA,87,213.3,NA,56.2,NA,NA,NA,NA,NA,NA,7955,229617,3861,27900000,181800,93600,102600,NA,NA,NA,NA,75057840,555984,555984,555984,1223399376,14052560.4,495972.72,7439590.8
2022,"lincoln","SOUTHWEST",5000,2000,NA,84,NA,18.5,NA,NA,NA,NA,NA,NA,NA,6750,131627,5233,111600000,727200,374400,410400,97200000,720000,720000,720000,101729520,753552,753552,753552,701308656,8055572.4,284314.32,4264714.8
2022,"lyon","SOUTHWEST",5800,1800,506333,84,176,20,NA,NA,NA,NA,NA,NA,NA,7707,444988,42443,100440000,654480,336960,369360,112752000,835200,835200,835200,825091920,6111792,6111792,6111792,2370896064,27233265.6,961174.08,14417611.2
2022,"murray","SOUTHWEST",4900,3800,NA,86,191.9,17.5,49.1,NA,NA,NA,NA,NA,NA,7646,198432,18964,212040000,1381680,711360,779760,95256000,705600,705600,705600,368660160,2730816,2730816,2730816,1057245696,12144038.4,428613.12,6429196.8
2022,"nobles","SOUTHWEST",5000,6600,NA,90,201.8,23.5,51.6,NA,NA,NA,NA,NA,NA,8123,504733,44392,368280000,2399760,1235520,1354320,97200000,720000,720000,720000,862980480,6392448,6392448,6392448,2689217424,30889659.6,1090223.28,16353349.2
2022,"pipestone","SOUTHWEST",9000,6900,NA,83,166.7,17.5,44.3,NA,NA,NA,NA,NA,NA,7464,303763,23524,385020000,2508840,1291680,1415880,174960000,1296000,1296000,1296000,457306560,3387456,3387456,3387456,1618449264,18590295.6,656128.08,9841921.2
2022,"redwood","SOUTHWEST",4100,1700,350724,85,189.6,NA,50.1,NA,NA,NA,NA,NA,NA,7835,352676,35028,94860000,618120,318240,348840,79704000,590400,590400,590400,680944320,5044032,5044032,5044032,1879057728,21583771.2,761780.16,11426702.4
2022,"rock","SOUTHWEST",5400,3900,NA,85,196.8,22,55.5,NA,NA,NA,NA,NA,NA,9800,400859,48852,217620000,1418040,730080,800280,104976000,777600,777600,777600,949682880,7034688,7034688,7034688,2135776752,24532570.8,865855.44,12987831.6
2022,"big stone","WEST CENTRAL",2500,400,NA,78,170.8,NA,41,NA,NA,NA,NA,NA,NA,5428,45114,406,22320000,145440,74880,82080,48600000,360000,360000,360000,7892640,58464,58464,58464,240367392,2760976.8,97446.24,1461693.6
2022,"chippewa","WEST CENTRAL",NA,NA,109546,87,199.7,NA,48.1,NA,NA,NA,NA,NA,NA,7144,61623,1024,NA,NA,NA,NA,NA,NA,NA,NA,19906560,147456,147456,147456,328327344,3771327.6,133105.68,1996585.2
2022,"douglas","WEST CENTRAL",3800,3600,NA,67,181.1,NA,42.6,NA,NA,NA,NA,NA,NA,3449,1179,2629,200880000,1308960,673920,738720,73872000,547200,547200,547200,51107760,378576,378576,378576,6281712,72154.8,2546.64,38199.6
2022,"grant","WEST CENTRAL",NA,1500,NA,81,186.7,NA,43.5,NA,NA,NA,NA,NA,NA,5266,48801.1666666667,526,83700000,545400,280800,307800,NA,NA,NA,NA,10225440,75744,75744,75744,260012616,2986631.4,105410.52,1581157.8
2022,"lac qui parle","WEST CENTRAL",5400,600,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,5510,159369,1404,33480000,218160,112320,123120,104976000,777600,777600,777600,27293760,202176,202176,202176,849118032,9753382.8,344237.04,5163555.6
2022,"otter tail","WEST CENTRAL",17700,14400,880267,56,164.8,NA,39.5,NA,NA,NA,NA,NA,NA,3618,599,5635,803520000,5235840,2695680,2954880,344088000,2548800,2548800,2548800,109544400,811440,811440,811440,3191472,36658.8,1293.84,19407.6
2022,"pope","WEST CENTRAL",6000,3500,NA,65,180.8,NA,44.3,NA,NA,NA,NA,NA,NA,4680,68364,4578,195300000,1272600,655200,718200,116640000,864000,864000,864000,88996320,659232,659232,659232,364243392,4183876.8,147666.24,2214993.6
2022,"stevens","WEST CENTRAL",NA,25000,NA,83,179.2,21.5,45.4,NA,NA,NA,NA,NA,NA,5511,210165,11014,1.395e+09,9090000,4680000,5130000,NA,NA,NA,NA,214112160,1586016,1586016,1586016,1119759120,12862098,453956.4,6809346
2022,"swift","WEST CENTRAL",3000,12500,1219997,77,193.6,24.5,46.6,NA,NA,NA,NA,NA,NA,6314,26698,4406,697500000,4545000,2340000,2565000,58320000,432000,432000,432000,85652640,634464,634464,634464,142246944,1633917.6,57667.68,865015.2
2022,"traverse","WEST CENTRAL",NA,NA,NA,87,166.3,21.5,42.2,NA,NA,NA,NA,NA,NA,5402,12478,1239,NA,NA,NA,NA,NA,NA,NA,NA,24086160,178416,178416,178416,66482784,763653.6,26952.48,404287.2
2022,"wilkin","WEST CENTRAL",NA,300,NA,84,156.5,23,37.2,NA,NA,NA,NA,NA,NA,4235,22,238,16740000,109080,56160,61560,NA,NA,NA,NA,4626720,34272,34272,34272,117216,1346.4,47.52,712.8
2022,"yellow medicine","WEST CENTRAL",3400,1400,NA,84,191,NA,49.7,NA,NA,NA,NA,NA,NA,6456,214088,3136,78120000,509040,262080,287280,66096000,489600,489600,489600,60963840,451584,451584,451584,1140660864,13102185.6,462430.08,6936451.2
2023,"benton","CENTRAL",3900,10300,NA,57,164.6,NA,39.3,NA,NA,NA,NA,NA,NA,4348,34685,4157,574740000,3745080,1928160,2113560,75816000,561600,561600,561600,80812080,598608,598608,598608,184801680,2122722,74919.6,1123794
2023,"carver","CENTRAL",2000,7500,NA,78,192.2,22.5,57.8,NA,NA,NA,NA,NA,NA,9124,25743,3345,418500000,2727000,1404000,1539000,38880000,288000,288000,288000,65026800,481680,481680,481680,137158704,1575471.6,55604.88,834073.2
2023,"kandiyohi","CENTRAL",3500,14200,NA,77,203.7,22.5,NA,NA,NA,NA,NA,NA,NA,8509,137155,1903,792360000,5163120,2658240,2913840,68040000,504000,504000,504000,36994320,274032,274032,274032,730761840,8393886,296254.8,4443822
2023,"mcleod","CENTRAL",1800,7300,NA,83,177.4,NA,48.4,NA,NA,NA,NA,NA,NA,8602,7779,2955,407340000,2654280,1366560,1497960,34992000,259200,259200,259200,57445200,425520,425520,425520,41446512,476074.8,16802.64,252039.6
2023,"meeker","CENTRAL",2700,7900,NA,72,192.9,NA,51.7,NA,NA,NA,NA,NA,NA,8020,1752,9551,440820000,2872440,1478880,1621080,52488000,388800,388800,388800,185671440,1375344,1375344,1375344,9334656,107222.4,3784.32,56764.8
2023,"morrison","CENTRAL",15100,27500,NA,49,145,12.5,38.2,NA,NA,NA,NA,NA,NA,4608,59596,9242,1534500000,9999000,5148000,5643000,293544000,2174400,2174400,2174400,179664480,1330848,1330848,1330848,317527488,3647275.2,128727.36,1930910.4
2023,"renville","CENTRAL",1500,2800,NA,87,208.3,15,53.3,NA,NA,NA,NA,NA,NA,11559,253395,17145,156240000,1018080,524160,574560,29160000,216000,216000,216000,333298800,2468880,2468880,2468880,1350088560,15507774,547333.2,8209998
2023,"scott","CENTRAL",1700,3300,NA,36,191.9,18,53.5,NA,NA,NA,NA,NA,NA,13286,61535.1666666667,2016,184140000,1199880,617760,677160,33048000,244800,244800,244800,39191040,290304,290304,290304,327859368,3765952.2,132915.96,1993739.4
2023,"sherburne","CENTRAL",800,700,NA,87,173.2,NA,43.1,NA,NA,NA,NA,NA,NA,6480,18030.2857142857,4315,39060000,254520,131040,143640,15552000,115200,115200,115200,83883600,621360,621360,621360,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2023,"sibley","CENTRAL",3500,7100,NA,22,182.7,16,52.7,NA,NA,NA,NA,NA,NA,10538,79804,5268,396180000,2581560,1329120,1456920,68040000,504000,504000,504000,102409920,758592,758592,758592,425195712,4884004.8,172376.64,2585649.6
2023,"stearns","CENTRAL",11100,66000,NA,62,187.3,NA,NA,NA,NA,NA,NA,NA,NA,6478,65897,42573,3682800000,23997600,12355200,13543200,215784000,1598400,1598400,1598400,827619120,6130512,6130512,6130512,351099216,4032896.4,142337.52,2135062.8
2023,"todd","CENTRAL",11000,14400,NA,54,148.3,19.5,32,NA,NA,NA,NA,NA,NA,3663,7175,5225,803520000,5235840,2695680,2954880,213840000,1584000,1584000,1584000,101574000,752400,752400,752400,38228400,439110,15498,232470
2023,"wadena","CENTRAL",4100,2600,NA,38,152.4,NA,38.5,NA,NA,NA,NA,NA,NA,2541,153,636,145080000,945360,486720,533520,79704000,590400,590400,590400,12363840,91584,91584,91584,815184,9363.6,330.48,4957.2
2023,"wright","CENTRAL",2900,6300,NA,66,180.6,20.5,54.9,NA,NA,NA,NA,NA,NA,9982,4681,7677,351540000,2290680,1179360,1292760,56376000,417600,417600,417600,149240880,1105488,1105488,1105488,24940368,286477.2,10110.96,151664.4
2023,"aitkin","EAST CENTRAL",4100,100,NA,37,129.9,9,31.7,NA,NA,NA,NA,NA,NA,1562,171,190,5580000,36360,18720,20520,79704000,590400,590400,590400,3693600,27360,27360,27360,911088,10465.2,369.36,5540.4
2023,"anoka","EAST CENTRAL",NA,200,NA,32,NA,NA,39.9,NA,NA,NA,NA,NA,NA,7008,231,1335.6,11160000,72720,37440,41040,NA,NA,NA,NA,25964064,192326.4,192326.4,192326.4,1230768,14137.2,498.96,7484.4
2023,"carlton","EAST CENTRAL",5200,600,NA,40,144.2,15,NA,NA,NA,NA,NA,NA,NA,2445,60,1205.5,33480000,218160,112320,123120,101088000,748800,748800,748800,23434920,173592,173592,173592,319680,3672,129.6,1944
2023,"chisago","EAST CENTRAL",2400,1700,NA,48,155.4,12.5,40.3,NA,NA,NA,NA,NA,NA,4502,484,592,94860000,618120,318240,348840,46656000,345600,345600,345600,11508480,85248,85248,85248,2578752,29620.8,1045.44,15681.6
2023,"crow wing","EAST CENTRAL",3600,500,NA,36,128.3,NA,27.2,NA,NA,NA,NA,NA,NA,2508,25,2421.25,27900000,181800,93600,102600,69984000,518400,518400,518400,47069100,348660,348660,348660,133200,1530,54,810
2023,"hennepin","EAST CENTRAL",800,1100,NA,47,NA,NA,58.1,NA,NA,NA,NA,NA,NA,20239,48,954,61380000,399960,205920,225720,15552000,115200,115200,115200,18545760,137376,137376,137376,255744,2937.6,103.68,1555.2
2023,"isanti","EAST CENTRAL",NA,1500,NA,42,154.8,NA,44.8,NA,NA,NA,NA,NA,NA,5963,20543,496,83700000,545400,280800,307800,NA,NA,NA,NA,9642240,71424,71424,71424,109453104,1257231.6,44372.88,665593.2
2023,"kanabec","EAST CENTRAL",5000,400,NA,58,NA,13,40.8,NA,NA,NA,NA,NA,NA,3368,4305.4,164,22320000,145440,74880,82080,97200000,720000,720000,720000,3188160,23616,23616,23616,22939171.2,263490.48,9299.664,139494.96
2023,"mille lacs","EAST CENTRAL",3800,1600,NA,53,137.4,16,33.6,NA,NA,NA,NA,NA,NA,3508,127,169,89280000,581760,299520,328320,73872000,547200,547200,547200,3285360,24336,24336,24336,676656,7772.4,274.32,4114.8
2023,"pine","EAST CENTRAL",7000,3700,NA,42,151.9,16.5,36.5,NA,NA,NA,NA,NA,NA,2424,202,2221,206460000,1345320,692640,759240,136080000,1008000,1008000,1008000,43176240,319824,319824,319824,1076256,12362.4,436.32,6544.8
2023,"washington","EAST CENTRAL",1900,900,NA,48,194.6,17,51.4,NA,NA,NA,NA,NA,NA,16554,338,321,50220000,327240,168480,184680,36936000,273600,273600,273600,6240240,46224,46224,46224,1800864,20685.6,730.08,10951.2
2023,"beltrami","NORTH CENTRAL",9600,500,NA,36,NA,NA,34.4,NA,NA,NA,NA,NA,NA,1210,209,307,27900000,181800,93600,102600,186624000,1382400,1382400,1382400,5968080,44208,44208,44208,1113552,12790.8,451.44,6771.6
2023,"cass","NORTH CENTRAL",9200,400,NA,43,144.8,11.5,NA,NA,NA,NA,NA,NA,NA,2033,222,84,22320000,145440,74880,82080,178848000,1324800,1324800,1324800,1632960,12096,12096,12096,1182816,13586.4,479.52,7192.8
2023,"hubbard","NORTH CENTRAL",3100,400,NA,41,NA,NA,34.3,NA,NA,NA,NA,NA,NA,2742,16,1003,22320000,145440,74880,82080,60264000,446400,446400,446400,19498320,144432,144432,144432,85248,979.2,34.56,518.4
2023,"itasca","NORTH CENTRAL",2500,NA,NA,44,NA,11.5,34.7,NA,NA,NA,NA,NA,NA,1750,123,193.666666666667,NA,NA,NA,NA,48600000,360000,360000,360000,3764880,27888,27888,27888,655344,7527.6,265.68,3985.2
2023,"koochiching","NORTH CENTRAL",2000,300,NA,32,NA,NA,32.7,NA,NA,NA,NA,NA,NA,949,15,307,16740000,109080,56160,61560,38880000,288000,288000,288000,5968080,44208,44208,44208,79920,918,32.4,486
2023,"becker","NORTHWEST",6000,6200,NA,53,167.7,18.5,38.6,NA,NA,NA,NA,NA,NA,3643,24991,2985,345960000,2254320,1160640,1272240,116640000,864000,864000,864000,58028400,429840,429840,429840,133152048,1529449.2,53980.56,809708.4
2023,"clay","NORTHWEST",4000,1000,NA,76,161,21,40.2,NA,NA,NA,NA,NA,NA,6141,13515,375,55800000,363600,187200,205200,77760000,576000,576000,576000,7290000,54000,54000,54000,72007920,827118,29192.4,437886
2023,"clearwater","NORTHWEST",8800,300,NA,47,NA,NA,42.1,NA,NA,NA,NA,NA,NA,1635,538,959.8,16740000,109080,56160,61560,171072000,1267200,1267200,1267200,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2023,"kittson","NORTHWEST",NA,NA,NA,60,NA,NA,40,NA,NA,NA,NA,NA,NA,2403,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2023,"mahnomen","NORTHWEST",2100,400,NA,69,183,20,39.6,NA,NA,NA,NA,NA,NA,4686,57,132,22320000,145440,74880,82080,40824000,302400,302400,302400,2566080,19008,19008,19008,303696,3488.4,123.12,1846.8
2023,"marshall","NORTHWEST",5300,300,NA,70,163.8,NA,38.7,NA,NA,NA,NA,NA,NA,3017,9,642,16740000,109080,56160,61560,103032000,763200,763200,763200,12480480,92448,92448,92448,47952,550.8,19.44,291.6
2023,"norman","NORTHWEST",1600,100,NA,79,166.1,NA,38.4,NA,NA,NA,NA,NA,NA,4854,10106.25,1096,5580000,36360,18720,20520,31104000,230400,230400,230400,21306240,157824,157824,157824,53846100,618502.5,21829.5,327442.5
2023,"polk","NORTHWEST",5800,1500,NA,77,146.9,NA,41.9,NA,NA,NA,NA,NA,NA,4191,1862,892,83700000,545400,280800,307800,112752000,835200,835200,835200,17340480,128448,128448,128448,9920736,113954.4,4021.92,60328.8
2023,"red lake","NORTHWEST",NA,700,NA,73,170.8,NA,38.8,NA,NA,NA,NA,NA,NA,2502,1862,1513,39060000,254520,131040,143640,NA,NA,NA,NA,29412720,217872,217872,217872,9920736,113954.4,4021.92,60328.8
2023,"blue earth","SOUTH CENTRAL",1300,400,NA,80,199.2,26,60.6,NA,NA,NA,NA,NA,NA,10674,669744,2603,22320000,145440,74880,82080,25272000,187200,187200,187200,50602320,374832,374832,374832,3568396032,40988332.8,1446647.04,21699705.6
2023,"brown","SOUTH CENTRAL",2600,5700,NA,82,193.2,17,54.3,NA,NA,NA,NA,NA,NA,11050,244365,11481,318060000,2072520,1067040,1169640,50544000,374400,374400,374400,223190640,1653264,1653264,1653264,1301976720,14955138,527828.4,7917426
2023,"freeborn","SOUTH CENTRAL",3200,700,NA,84,182.7,NA,50.1,NA,NA,NA,NA,NA,NA,9064,224400,3166,39060000,254520,131040,143640,62208000,460800,460800,460800,61547040,455904,455904,455904,1195603200,13733280,484704,7270560
2023,"le sueur","SOUTH CENTRAL",1100,3000,NA,78,193.3,23.5,57.6,NA,NA,NA,NA,NA,NA,9098,109236,4785,167400000,1090800,561600,615600,21384000,158400,158400,158400,93020400,689040,689040,689040,582009408,6685243.2,235949.76,3539246.4
2023,"nicollet","SOUTH CENTRAL",1100,11500,NA,81,196.1,NA,55.1,NA,NA,NA,NA,NA,NA,11141,405026,2894,641700000,4181400,2152800,2359800,21384000,158400,158400,158400,56259360,416736,416736,416736,2157978528,24787591.2,874856.16,13122842.4
2023,"rice","SOUTH CENTRAL",2800,6000,NA,73,194.6,18.5,55.1,NA,NA,NA,NA,NA,NA,9893,149572,1808,334800000,2181600,1123200,1231200,54432000,403200,403200,403200,35147520,260352,260352,260352,796919616,9153806.4,323075.52,4846132.8
2023,"steele","SOUTH CENTRAL",2100,3500,NA,84,189.9,18.5,53.5,NA,NA,NA,NA,NA,NA,10515,116411,985,195300000,1272600,655200,718200,40824000,302400,302400,302400,19148400,141840,141840,141840,620237808,7124353.2,251447.76,3771716.4
2023,"waseca","SOUTH CENTRAL",1300,1400,NA,83,201.6,23.5,60.7,NA,NA,NA,NA,NA,NA,10846,216305,4119,78120000,509040,262080,287280,25272000,187200,187200,187200,80073360,593136,593136,593136,1152473040,13237866,467218.8,7008282
2023,"watonwan","SOUTH CENTRAL",NA,300,NA,83,209.3,NA,56.4,NA,NA,NA,NA,NA,NA,10698,248970,3779,16740000,109080,56160,61560,NA,NA,NA,NA,73463760,544176,544176,544176,1326512160,15236964,537775.2,8066628
2023,"dakota","SOUTHEAST",1900,3600,NA,57,183.1,26,49.5,NA,NA,NA,NA,NA,NA,10042,4808,13046,200880000,1308960,673920,738720,36936000,273600,273600,273600,253614240,1878624,1878624,1878624,25617024,294249.6,10385.28,155779.2
2023,"dodge","SOUTHEAST",2100,4300,NA,88,189.6,NA,51.1,NA,NA,NA,NA,NA,NA,10964,243721,5233,239940000,1563480,804960,882360,40824000,302400,302400,302400,101729520,753552,753552,753552,1298545488,14915725.2,526437.36,7896560.4
2023,"fillmore","SOUTHEAST",15800,10900,NA,68,183,24,49.3,NA,NA,NA,NA,NA,NA,8833,135192,10438,608220000,3963240,2040480,2236680,307152000,2275200,2275200,2275200,202914720,1503072,1503072,1503072,720302976,8273750.4,292014.72,4380220.8
2023,"goodhue","SOUTHEAST",8000,18300,NA,70,195.9,20.5,55.6,NA,NA,NA,NA,NA,NA,9128,99919,14818,1021140000,6653880,3425760,3755160,155520000,1152000,1152000,1152000,288061920,2133792,2133792,2133792,532368432,6115042.8,215825.04,3237375.6
